Name,Category,Type,Address,Cost Range,Tips,Website
Manteigaria (Chiado),Breakfast,Nata Bar,"Rua do Loreto 2, 1200-241 Lisboa","1.30 EUR/nata","Standing counter. Watch the natas come out of the oven through the glass. 09:00 breakfast with Fabrica next door.",https://www.manteigaria.com/en/
Convento do Carmo,Sight,Ruins / Museum,"Largo do Carmo, 1200-092 Lisboa","7 EUR (under 14 free; 5 EUR student ID)","1755 earthquake ruins, nave open to the sky, mummies at the back. Mon-Sat 10:00-19:00 (May-Oct), closed Sundays - fine on Wednesday. 10:00 slot.",https://www.museuarqueologicodocarmo.pt/info_en.html
Elevador de Santa Justa,Sight,Landmark,"R. do Ouro, 1150-060 Lisboa","Closed for maintenance (2026)","Do not queue or pay - the lift is shut. Best free view of the ironwork and deck is from Largo do Carmo, right where you're standing.",https://www.carris.pt/en/elevadores/
LX Factory,Sight,Creative District,"Rua Rodrigues de Faria 103, 1300-501 Lisboa",Free,"FALLBACK morning (only if Oceanário is dropped). Industrial complex turned creative hub; shops from ~10:00. Ler Devagar bookshop has the flying bicycle.",https://www.lxfactory.com/
Time Out Market Lisboa,Lunch,Food Market,"Av. 24 de Julho 49, 1200-479 Lisboa","10-20 EUR/person","Fallback lunch (no-Oceanário version) before collecting bags for the airport.",https://www.timeout.com/time-out-market-lisboa
Fabrica Coffee Roasters,Breakfast,Specialty Coffee,"Rua Nova da Trindade 18F, 1200-303 Lisboa","3-7 EUR","Pour-over next door to Manteigaria - the Kenyan V60 + hot nata pairing is famous for a reason.",https://fabricacoffeeroasters.com/
Oceanário de Lisboa,Sight,Aquarium,"Esplanada Dom Carlos I, 1990-005 Lisboa","DROPPED - not visiting. Was 27 EUR/person at the 12:00-15:30 band (13+ pays adult) - 108 EUR for 4","❌ DROPPED FROM THE PLAN - decided, not deferred. Never booked, so nothing lost; saves ~108 EUR, and Parque das Nacoes is the opposite direction from everything else on departure day. Replaced by Cristo Rei in the morning and the upper city on foot. Kept here only as a reference pin.",https://oceanario.pt/en/
Centro Vasco da Gama,Lunch,Mall Food Court,"Av. Dom João II 40, 1990-094 Lisboa","8-12 EUR/person","Fast air-conditioned food court directly opposite Oriente station - the practical post-Oceanário lunch. Oriente is 3 Metro stops from the airport (LIS T1 by ~16:45; TP1038 at 18:55).",N/A
Santuário de Cristo Rei,Sight,Monument,"Alto do Pragal, Av. Cristo Rei, 2800-058 Almada","10 EUR age 13+ / 3 EUR age 8-12 / under 8 free (40 EUR for four)","10:00-11:00 THE MORNING STOP on departure day - the Oceanario is dropped. JUST TO SEE IT: lift up, look, come back, 45-60 min is plenty. Opens 10:00 - arrive as it does. GO BY BOLT BOTH WAYS - 09:15 out over the 25 de Abril bridge (~20-25 min, 15-20 EUR), Bolt back at 11:30 to Praca do Principe Real. No ferry and no bus 101 on a departure day: you want a car, not a connection. Order the return from the sanctuary car park, cars are thin up there. Tickets 13+ 10 EUR, 8-12 3 EUR, under 8 free = 40 EUR for four. HARD CUT-OFF: be on a ferry back by 15:00 - this is departure day, TP1038 leaves 18:55 and you want T1 by 16:45. Emergency lane is a Bolt over the bridge to Anjos, ~20 min. Open daily 10:00-19:00, last ascent 18:40.",https://cristorei.pt/en/
Praça do Príncipe Real,Sight,Garden Square,"Praça do Príncipe Real, 1250-096 Lisboa",Free,"11:45 START OF THE UPPER-CITY WALK on departure day - Bolt drops you here from Cristo Rei, and everything after runs downhill. Garden square under a vast 150-year-old cedar trained flat into a green umbrella you can walk under. Antique shops; Embaixada, a neo-Moorish palace turned shopping gallery, is on the square.",N/A
Miradouro de São Pedro de Alcântara,Sight,Viewpoint,"Rua de São Pedro de Alcântara, 1200-470 Lisboa",Free,"5 min downhill from Principe Real. Formal terraced belvedere looking straight across the valley at the castle. Busts, a tiled map of the skyline, jacarandas.",N/A
Igreja de São Roque,Sight,Church,"Largo Trindade Coelho, 1200-470 Lisboa","Free (museum 2.50 EUR)","3 min from the miradouro. Plain facade hiding the Chapel of St John the Baptist - built in Rome, blessed by the Pope, shipped here in pieces in 1742, once the most expensive chapel in the world. The best free interior in Lisbon.",https://museusaoroque.scml.pt/en/
