Name,Category,Type,Address,Cost Range,Tips,Website
Confeitaria do Bolhão,Breakfast,Pastry,"Rua Formosa 339, 4000-252 Porto","~1.20 EUR/nata","OPTION A (beach day - dropped Aug 22, too cold). 08:45 breakfast option - galão + nata. Opens 07:00 on Saturdays. 2 min from hotel.",https://www.confeitariadobolhao.com/en/
Molete Bread & Breakfast,Breakfast,Bakery,"Porto city centre","From 1 EUR","OPTION A (beach day - dropped Aug 22, too cold). 08:45 breakfast option - local chain, fresh bread, bôla saloia (savoury Portuguese cake). 8 min walk.",N/A
SO Coffee Roasters,Breakfast,Coffee,"Rua Sá de Noronha 119, Porto",Moderate,"OPTION A (beach day - dropped Aug 22, too cold). 08:45 breakfast option - best specialty coffee in the city. Single-origin V60/Chemex, sourdough toast. 10 min walk.",https://soroasters.com/
Matosinhos Beach,Sight,Beach,"Praia de Matosinhos, Matosinhos, Porto",Free,"OPTION A (beach day - dropped Aug 22, too cold). 09:30 - walk to Trindade Metro (8 min), Line A Red to Matosinhos-Sul, ~20-25 min, Z3 1.85 EUR/person. Door-to-sand ~35 min. Go before 10:30 for space. Wide Atlantic sand, lifeguarded, clean showers.",N/A
Beach shacks on the promenade,Lunch,Seafood,"Promenade, Matosinhos, Porto","~12-15 EUR/person","OPTION A (beach day - dropped Aug 22, too cold). 11:30 lunch - the r/porto pick. Plastic chairs, grilled fish of the day, Super Bock. No booking, just sit down. 5-10 min from the beach.",N/A
Salta o Muro,Lunch,Seafood,"Matosinhos, Porto","15-25 EUR/person","OPTION A (beach day - dropped Aug 22, too cold). 11:30 lunch option - no-frills staple, octopus rice, deep-fried sardines. Walk-in.",N/A
O Gaveto,Lunch,Seafood Splurge,"Rua Roberto Ivens 826, 4450-255 Matosinhos","50-80 EUR/person","OPTION A (beach day - dropped Aug 22, too cold). 11:30 lunch splurge - the definitive Porto seafood experience since 1984, Krug Ambassade 2025. Order from the fish display. Book by Fri Aug 14 for Sat Aug 22.",https://ogaveto.com/
Mercado - Food & Drinks,Lunch,Market Kitchen,"Matosinhos, Porto","12-20 EUR/person","OPTION A (beach day - dropped Aug 22, too cold). 11:30 lunch option - pick your fish at the market stalls, they prep it, the restaurant cooks it. Walk-in.",N/A
Foz do Douro,Sight,Neighbourhood,"Foz do Douro, Porto",Free,"OPTION A (beach day - dropped Aug 22, too cold). 13:30 - Uber from Matosinhos ~8 EUR/10 min, or walk the seafront promenade through Parque da Cidade (~40 min, lovely). Where the Douro meets the Atlantic - gardens, the 1843 lighthouse, riverside cafés.",N/A
Pão - Padaria Artesanal,Coffee,Bakery,"Mercado da Foz, Rua de Diu 365, Porto","3-8 EUR","Afternoon coffee inside Mercado da Foz - organic sourdough, canned fish toast.",N/A
