Name,Category,Type,Address,Cost Range,Tips,Website
Aposentus - Poveiros Terrace View,Hotel,Apartment,"Rua de Santo Ildefonso 200, 1º direito, 4000-507 Porto","BOOKED - Booking.com 5732321948","SELF CHECK-IN, NO RECEPTION. Building door code #1111, then the staircase - 1st floor, FIRST DOOR ON YOUR RIGHT. Lockbox next to the door, code 9391. Scramble the dials every time you close it. Apartment opens 16:00 per the host instructions; bags from 12:00 was agreed on Booking chat - CONFIRM WHICH BEFORE FLYING and send the host an ETA. Check-out by 11:00, key back in the same lockbox. WiFi Vodafone-38EA1F / BXUMQx48Wx. SEF guest form required by law. Praça dos Poveiros is at the corner.",N/A
Confeitaria do Bolhão,Breakfast,Pastry,"Rua Formosa 339, 4000-252 Porto","~1.20 EUR/nata","Est. 1896 Art Nouveau interior, opposite the market. Opens 6am.",https://www.confeitariadobolhao.com/en/
Mercado do Bolhão,Lunch,Market,"Rua Formosa 322, 4000-248 Porto","8-15 EUR/person","Graze the stalls - fruit, cheese, petiscos, bifanas.",N/A
Igreja do Carmo,Sight,Church,"Rua do Carmo 62, 4050-173 Porto",Free,"Stunning azulejo facade. Look for the Casa Escondida wedged between Carmo and Carmelitas - a house barely a metre wide, built so the nuns and monks would not share a wall.",N/A
Cais da Ribeira,Sight,Neighbourhood,"Ribeira, Porto",Free,"UNESCO waterfront - coloured houses, rabelo boats. Best at night.",N/A
Dom Luís I Bridge,Sight,Bridge,"Dom Luís I Bridge, Porto",Free,"GAIA LOOP: cross the LOWER deck from Ribeira (flat 5 min) to Cais de Gaia, cable car UP to Jardim do Morro, then cross the UPPER deck back (60m up, the money shot). Never walk the same stretch twice and the cable car does the climb for you.",N/A
Neveiros,Gelato,Ice Cream,"Rua do Almada, Porto","3-6 EUR","Pistachio affogato is the star. Go mid-morning when quieter.",N/A
Igreja de São Francisco,Sight,Church,"Rua do Infante D. Henrique, 4050-150 Porto","9 EUR adults / 6.50 students / 2.50 ages 6-12 (door prices drifting 8-10)","300+ kg of gold leaf. Don't miss the ossuary in the basement. Summer hours to 20:00, so the 18:00 slot leaves 2 relaxed hours. Tickets in person only.",N/A
Taberna dos Mercadores,Dinner,Restaurant,"Rua dos Mercadores 36-38, 4050-373 Porto","25-35 EUR/person","19:15 DINNER PICK. Best octopus rice in Porto. ONLY 8 TABLES and it books months ahead - BOOK NOW. Phone +351 222 010 510 but only between 10:30 and 11:30 GMT+1, their one daily window; otherwise use the form on the website (24h reply). Tue-Sun 12:30-22:30, last entry 21:45, closed Mondays. Walk-ins subject to availability - arrive 18:30.",https://tabernadosmercadores.com/
Rua das Flores,Sight,Historic Street,"Rua das Flores, Porto",Free,"Porto's prettiest street - wrought-iron balconies, lit up at night.",N/A
São Bento Station,Sight,Landmark,"Praça Almeida Garrett, 4000-150 Porto",Free,"20,000+ azulejo panels. Quiet, different atmosphere in the evening.",N/A
Torre dos Clérigos,Sight,Tower,"Rua de São Filipe de Nery, 4050-262 Porto","5 EUR night flat (day 10 EUR w/ museum, students 7) - settled","NIGHT CLIMB at ~21:00 - 20 EUR for the four of us. Official: night sessions 19:00-23:00, last entry 22:30, summer season 3 Jul-11 Oct 2026. Sunset Aug 20 ~20:27, so the city is fully lit. 240 narrow steps beat the August afternoon heat. Buy at the door.",https://www.torredosclerigos.pt/
Casa da Bifana,Snack,Street Food,"Near Rua de Passos Manuel, Porto","2-4 EUR","Iconic pork sandwich. Cheap, fast, open late.",N/A
Museu Nacional Soares dos Reis,Sight,Museum,"Rua Dom Manuel II 44, 4050-196 Porto","5 EUR / 2.50 ages 15-25 / under 12 free","REPLACES the cancelled Livraria Lello at 14:30 - 15 EUR for the four of us (both girls fit the 15-25 band). Portugal oldest public museum (1833) in the Palacio dos Carrancas - Wellington HQ in 1809. Seek out O Desterrado by Antonio Soares dos Reis. Tue-Sun 10:00-18:00 (last entry 17:30), closed Mon. Quiet even in peak August.",https://museusoaresdosreis.gov.pt/
Cais de Gaia,Sight,Waterfront,"Avenida de Diogo Leite, 4400-111 Vila Nova de Gaia",Free,"Gaia quay in front of the port lodges - rabelo boats moored up and the whole Porto hillside facing you. This is the postcard view OF Porto, which you cannot get from Porto itself.",N/A
Teleférico de Gaia,Sight,Cable Car,"Cais de Gaia to Jardim do Morro, Vila Nova de Gaia","7 EUR one-way / 10 EUR return; ages 5-12 3.50/5 EUR","2026 fares confirmed (they jumped) - one-way UP is 28 EUR for our four, teens pay adult. Daily 10:00-20:00 through Sep 24. Take it UP so it does the 60m climb, then cross back on the bridge upper deck.",https://gaiacablecar.com/
Jardim do Morro,Sight,Viewpoint,"Jardim do Morro, 4430-999 Vila Nova de Gaia",Free,"Free park at the cable car upper station where the bridge top deck meets Gaia. Benches, street performers, the classic Porto panorama. Best at sunset.",N/A
Funicular dos Guindais,Sight,Funicular,"Rua Augusto Rosa / Av. Gustavo Eiffel, Porto","3.50 EUR one-way (2026 fare)","Glass cabin down the medieval Fernandina wall to Ribeira in 2 minutes. Use it to descend after the upper-deck crossing, or take the free Escadas dos Guindais (290 steps) instead and save 14 EUR for four.",N/A
Cálem Cellars,Activity,Port Lodge,"Avenida de Diogo Leite 344, 4400-111 Vila Nova de Gaia","20 EUR adult / 10 EUR ages 6-17 at last check; 2026 platforms 26-28 EUR","OPTIONAL Gaia-side swap - 2 min from where the bridge lower deck lands. Tour + 2-wine tasting, 45-60 min, timed slots - book by ~Aug 14 and confirm the direct fare at tour.calem.pt. Budget 80-110 EUR for four. Note: takes the whole 16:30-17:30 window, pushing Igreja de Sao Francisco to Day 2.",https://tour.calem.pt/
O Buraco,Lunch,Tasca,"Rua do Bolhao 95, 4000-111 Porto","10-15 EUR/person","13:00 LOCALS PICK lunch 3 min from hotel Daily changing menu posted on Facebook bacalhau fried fish grilled steak Phone booking possible",N/A
Casa Guedes,Lunch,Counter,"Praca dos Poveiros 130, 4000-393 Porto","5-8 EUR/person","13:00 fast lunch at the hotel corner Sande de pernil with Serra cheese since 1987 Eat standing",N/A
Adega Sao Nicolau,Dinner,Tasca,"Rua de Sao Nicolau 1, 4050-561 Porto","15-25 EUR/person","19:15 DINNER PICK 3 min from Sao Francisco The Ribeira room Porto chefs eat at Bacalhau croquettes polvo a lagareiro Phone ahead or arrive 19:00",N/A
