Name,Category,Type,Address,Cost Range,Tips,Website
Barcelona-Sants station,Transport,Railway Station,"Plaça dels Països Catalans, 08014 Barcelona","~8-16 EUR/pp each way","08:15 - Metro L5 direct, ~15 min. The ~08:50 fast train (AVE/Avant) is ~38 min; 2-3 fast trains/hr. BOOK BY ~AUG 24 - Saturday mornings fill with day-trippers too. The slow R11 is ~1h20.",N/A
Pont de les Peixateries Velles,Sight,Bridge,"Pont de les Peixateries Velles, 17004 Girona",Free,"09:45 - start outdoors before anything opens. The red iron footbridge built 1877 by Gustave Eiffel's workshop, TWELVE YEARS BEFORE THE TOWER: same riveted lattice, same red-oxide paint. Mid-span for the classic shot of the painted houses stacked over the water, then cross and shoot back. Empty now, a tripod queue by noon.",N/A
Carrer Nou / Rambla de la Llibertat (xuixos),Breakfast,Pastry,"Rambla de la Llibertat, 17004 Girona","2-4 EUR/pastry","10:05 - coffee and a xuixo (say SHOO-show), Girona's own pastry: a fried sugar-crusted brioche cylinder filled with crema catalana, invented here. Stacked in every pastisseria window along these arcades. Ask for one acabat de fer (just made). One each, they are rich.",N/A
El Call (Jewish Quarter),Sight,Historic Quarter,"El Call, 17004 Girona","Museum ~4 EUR","10:35 - one of the best-preserved medieval Jewish quarters in Europe: stone lanes barely shoulder-wide, tunnels, staircases going nowhere. The Bonastruc ça Porta / Museu d'Història dels Jueus with its 12th-century mikvah is JUL-AUG TUE-SAT 10:00-19:00 - on the old Sunday plan this was the tightest door at 14:00, on a Saturday you can take your time.",N/A
Monestir de Sant Pere de Galligants,Sight,Monastery,"Carrer de Santa Llúcia 8, 17007 Girona",~6 EUR,"11:30 - TUE-SAT 10:00-19:00 (Sunday it shut at 14:00). 12th-century Benedictine Romanesque monastery, now the archaeology museum. The cloister is the reason: carved capitals, deep shade, almost nobody in it. Played Braavos on screen.",N/A
Jardins de la Francesa,Sight,Garden,"Jardins de la Francesa, 17004 Girona",Free,"12:10 - the free French garden tucked behind the cathedral apse: cypresses, ivy, benches, the cathedral wall towering overhead. THE COOLEST SPOT IN GIRONA, and another Braavos backdrop. Sit in it properly - on the Sunday plan this was just a hole to kill before the cathedral opened.",N/A
Girona Cathedral,Sight,Cathedral,"Plaça de la Catedral, 17004 Girona","7.50 EUR adult incl. audio guide (students/pensioners 5, under 16 1.50, under 8 free) - same ticket covers Sant Feliu","12:35 - SATURDAY 10:00-18:30 (Sunday it was 12:00-16:30, which is why the day moved). The widest Gothic nave in the world (23 m, unsupported). The 90-step baroque staircase out front is the Game of Thrones shot - the Great Sept of Baelor. Inside, do not skip the Tapestry of Creation, an embroidered 11th-century cosmos.",https://www.catedraldegirona.cat/
Basílica de Sant Feliu,Sight,Church,"Pujada de Sant Feliu 29, 17004 Girona","Included in the cathedral ticket","13:25 - JUN 15 to SEP 15, SATURDAY 10:00-20:00 (Sunday it was 13:00-17:30). Girona's first cathedral, right below: Romanesque columns under a Gothic nave, eight Roman and early-Christian sarcophagi embedded by the altar, tomb of St Narcissus. 20-25 min - with a 20:00 close you can come back after lunch instead.",N/A
Bartali Pizza Co.,Lunch,Pizzeria,"Carrer Nou del Teatre 3, 17004 Girona","~15 EUR/person","14:00 LUNCH - BOOKING MUST BE MOVED. Currently held for 30-08-2026 14:00h, 4 people, SVYATOSLAV PODOLSKIY, table COMEDOR INTERIOR (indoor). CALL +34 972 21 09 91 AND SHIFT IT TO SAT 29-08-2026 - free to move, confirm the Saturday hours on the call. Neapolitan-style pizza, 4.8 stars over ~725 reviews, gluten-free bases available.",https://bartalipizza.com/
Draps,Lunch Backup,Catalan,"Carrer de la Cort Reial 2, 17004 Girona","13-18 EUR/person","Backup. Well-loved local room in the old town, generous menú del dia with the wine included. SATURDAY IS THE BETTER RESTAURANT DAY - the menú del dia is usually a weekday-and-Saturday thing, so this is a live option today in a way it was not on Sunday.",N/A
El Carrito Barri Vell,Lunch Backup,Argentine Grill,"Carrer La Barca 10, 17004 Girona","12-18 EUR/person","Backup. Argentine grill on a medieval lane - big plates of meat and chips, very cheap, buzzy and completely local. Easy to walk past.",N/A
Plaça de la Independència,Lunch Backup,Catalan,"Plaça de la Independència, 17001 Girona","18-25 EUR/person","Backup only. The big arcaded square across the river: shaded awnings, easy with four, no booking needed - but it prices for visitors. Girona is Celler de Can Roca's home town; even ordinary kitchens punch above their weight.",N/A
Espresso Mafia,Drinks,Coffee Bar,"Carrer de la Cort Reial 5, 17004 Girona",~4 EUR,"15:30 - REPLACED THE GELATO STOP. Girona is the winter training base of half the pro peloton and this shoebox is its coffee counter: cold brew, iced lattes, a chilled room, on the lane between lunch and the GoT stairs. Saturday until ~20:00. Sit-down alternative: La Fabrica, C/ de la Llebre 3, food all day but closes ~17:00.",https://espressomafiagirona.com/visit-us
Jardins dels Alemanys + Torre Gironella,Sight,Garden Ruins,"Jardins dels Alemanys, 17004 Girona",Free,"15:30 free alternative to the cafe - deeply shaded garden growing through the ruined 19th-c barracks below the cathedral, with a spiral stair up the Torre Gironella for the best free view in Girona. Sits exactly where the wall walk begins, so it costs no detour.",N/A
Escales de Sant Martí,Sight,Staircase,"Pujada de Sant Domènec, 17004 Girona",Free,"16:00 - the baroque staircase sweeping up to Sant Martí Sacosta. Arya's Braavos chase ran down these steps. Shoot from the bottom looking up. Free, and it is on the way up to the walls.",N/A
Passeig de la Muralla,Sight,City Walls,"Passeig de la Muralla, 17004 Girona",Free,"16:20 - the medieval ramparts, 1-1.5 km of walkway and climbable towers over terracotta roofs to the Pyrenees foothills. DELIBERATELY AT THE END: fully exposed, no water up there, BRING BOTTLES. Girona is inland and hotter than Barcelona, 32-34 C is normal. Come down near the cathedral.",N/A
Banys Àrabs,Sight,Historic Baths,"Carrer Ferran el Catòlic s/n, 17004 Girona","3 EUR (under 8 free, students 1 EUR, 65+ 2 EUR)","SPARE-AFTERNOON PICK (added Sat Aug 29). 12th-c Romanesque bath-house on the Roman model - frigidarium under an eight-column lantern dome, the coolest interior in Girona. 25 min. Two doors from Sant Pere de Galligants, so it slots straight into the monastery/Jardins loop. Mon-Sat 10:00-18:00. Tel 972 19 09 69.",https://www.banysarabs.cat/en/
Passeig Arqueològic,Sight,Walled Walk,"Passeig Arqueològic, 17004 Girona",Free,"The SHADED half of the wall walk - cypress-lined ramps behind the cathedral apse up to Torre Gironella, linking the Arab Baths to Jardins de la Francesa. Do this instead of the bare southern ramparts if the heat is winning. Free, always open.",N/A
Museu del Cinema,Sight,Museum,"Carrer de la Sèquia 1, 17001 Girona","7 EUR (under 14 free, reduced 3.50 EUR)","THE HEAT ESCAPE (added Sat Aug 29). Air-conditioned, hands-on pre-cinema collection - magic lanterns, shadow theatre, zoetropes. On the Bartali side of the river, 5 min from the station, so it works as the last stop before the train. August hours Mon-Sat 10:00-19:00.",https://www.museudelcinema.cat/
Parc de la Devesa,Sight,Park,"Parc de la Devesa, 17001 Girona",Free,"40 ha of 50-metre plane trees - the largest urban park in Catalonia and the deepest shade in town. ON THE WAY TO THE STATION: kill the last 20 minutes here rather than on the platform.",N/A
Casa Masó,Sight,House Museum,"Carrer de les Ballesteries 29, 17004 Girona","10 EUR (reduced 5 EUR)","LONG SHOT - CALL FIRST, 972 41 39 89. The only one of the painted Onyar houses you can go inside: architect Rafael Masó's family home, balconies straight over the water. Tue-Sat, guided visit only, 50 min, max 8 people, advance booking required.",https://rafaelmaso.girona.cat/eng/casa.php
Girona station (return),Transport,Railway Station,"Plaça d'Espanya, 17002 Girona","~8-16 EUR/pp","17:20 walk to the station (~15 min) for the ~17:40 fast train, Barcelona-Sants by ~18:20. THIS RETURN IS TIMED FOR THE 20:00 VIGIL MASS - Metro L5 direct puts you at the Nativity façade by ~18:50. If you skip Mass, take the ~18:40 train instead and give the walls a cooler hour 17:00-18:00.",N/A
Sagrada Família (Nativity façade),Activity,Mass,"Carrer de la Marina, 08013 Barcelona",Free,"20:00 SATURDAY VIGIL MASS - free, no ticket, ~4 min walk from the flat. Enter via the Nativity façade on Carrer de la Marina. Capacity limited, first-come. Moving Girona to Saturday is what makes this possible: the old plan had the 09:00 Sunday Mass and the Girona train in direct conflict. Confirm times on sagradafamilia.org the week before.",https://www.sagradafamilia.org/en/worship-at-the-basilica
La Bendita,Dinner,Catalan,"Carrer de Sardenya, 08013 Barcelona","15-25 EUR/person","~21:15 post-Mass dinner - FEATURED PICK. Casual Catalan-Mediterranean 2 min from the hotel, kitchen non-stop, no booking needed.",N/A
Bar Restaurante el Xuletò,Dinner,Catalan Grill,"Eixample, 08013 Barcelona","14-22 EUR/person","~21:15 alternative - the near-hotel Catalan grill already used on Days 2-3. Honest home cooking, long daily hours.",N/A
