Name,Category,Type,Address,Cost Range,Tips,Website
Castle View Hideaway,Hotel,Apartment,"Rua da Bempostinha 64, 5º dto, Arroios, 1150-099 Lisboa","BOOKED - Booking.com, 579.50 EUR paid, non-refundable","HOST ISABELLY RECEIVES YOU AT 12:00 - agreed early arrival, standard window is 16:00-22:00. Online check-in AND the guest registration form are both submitted - no paperwork at the door, but have the four passports to hand anyway. Land 09:55, Metro Red to Alameda then Green to Anjos, at the door ~11:20 - kill the 40 min at a café, do not loiter on the landing. Drop all six bags here then leave for Belém. Phone +351 925 360 038 - message her if the flight slips.",N/A
Pastéis de Belém,Snack,Pastelaria,"Rua de Belém 84-92, 1300-085 Lisboa","1.30-2 EUR/nata","Original 1837 recipe. Join the takeaway line, not the sit-down queue. MOVED TO THE 14:20 LUNCH BLOCK (was 12:15) because the 12:00 apartment handover pushes Belém back. Eat hot on the wall outside.",https://pasteisdebelem.pt
Mosteiro dos Jerónimos,Sight,UNESCO Monument,"Praça do Império, 1400-206 Lisboa","18 EUR cloister / ~9 EUR youth 13-24 with ID (church free)","BOOKED - order 38185413, paid. Now planned for 13:00. VERIFY THE ACTUAL SLOT TIME ON THE ORDER BEFORE AUG 23 - the 12:00 Isabelly handover shifts Belém ~45 min later, so if the slot is 12:30 or earlier ask her for 11:30 instead. Closed Mondays. Free church keeps Sunday hours 14:00-17:00 - swing back at 14:00. Manueline masterpiece, tomb of Vasco da Gama.",https://patrimoniocultural.gov.pt/en/museus-e-monumentos/mosteiro-dos-jeronimos/
Padrão dos Descobrimentos,Sight,Monument,"Av. Brasília, 1400-038 Lisboa","10 EUR (lift to roof); youth rate - ask at desk","52m limestone prow. Best single view over Belém. Daily 10:00-19:00. If running late, view from outside - the 16:00 Tower slot is the fixed point.",https://padraodosdescobrimentos.pt/en/
Torre de Belém,Sight,UNESCO Monument,"Av. Brasília, 1400-038 Lisboa","15 EUR / 7.50 EUR youth 13-24 with ID","BOOKED - order 38185394, paid, Aug 23 16:00 slot - be at the gate 15:55. Reopened 26 May 2026 after 13-month restoration; strict timed entry (60 people per 30 min). Closed Mondays. Find the carved rhinoceros on the north bastion.",N/A
MAAT,Sight,Museum,"Av. Brasília, 1300-598 Lisboa","11 EUR (rooftop free)","White wave-roofed museum. Free rooftop climb over the river on the walk back from the Tower. Galleries closed Tuesdays (rooftop always open).",https://maat.pt/en/
Rua Augusta / Arco da Rua Augusta,Sight,Landmark,"Rua Augusta, 1100 Lisboa","~3-4 EUR (arch climb)","Pedestrian spine of Baixa. Climb the arch ~19:40 for golden-hour views (sunset ~20:20).",N/A
Praça do Comércio,Sight,Square,"Praça do Comércio, 1100 Lisboa",Free,"Vast riverfront square - best light 20:00-20:20. Grab a ginjinha from a nearby counter on the way.",N/A
Time Out Market Lisboa,Dinner,Food Market,"Av. 24 de Julho 49, 1200-479 Lisboa","10-20 EUR/person","26 curated stalls under one roof - everyone picks their own. Sun-Wed to midnight. Watch bags in the crush.",https://www.timeout.com/time-out-market-lisboa
Santini,Gelato,Gelateria,"Rua do Carmo 9, 1200-093 Lisboa","3-5 EUR","Lisbon classic since 1949. Lemon, pistachio, torrone flavours. Post-dinner stop.",https://santini.pt
Miradouro de São Pedro de Alcântara,Sight,Viewpoint,"Rua de São Pedro de Alcântara, 1200 Lisboa",Free,"Castle lit up across the valley at night - best after dinner. Glória funicular alongside is closed; walk up (5 min, steep).",N/A
